Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
"    garlic cloves, fresh",0.166667,Ounce-weight,4.72,7.04,0.21,0.04,0.3,1.56,0.1,0,0.05,0,0,1.42,0.02,0,0,0.01,0,0,2.77,0.43,0.02,0.04,0,0.24,0.01,0.01,0.03,0.09,0.06,0,0,1.47,0,0,0,0.14,0.14,0.08,0.03,8.55,0,0.01,0,0,0.08,1.18,0.08,0,7.23,18.95,0.67,0.8,0.05,0,0.01,0,0,1.1
"    oil, olive",0.041667,Fluid ounce,1.12,9.94,9.94,1.4,0,0,0,0,0,0,0,0,1.12,0.16,0.82,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.68,0,0.01,0,0,0,0,0.01,0,0,0,0,0.01,0,0.02,0,0.01,0.11,0,0,0
"    wine, cooking, white",0.166667,Fluid ounce,5,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.67,0,0,0,0.48,0,0
"    stock, vegetable, organic",2.66667,Fluid ounce,78.86,6.67,0,0,0.33,1.33,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    cauliflower florets, fresh",2,Ounce-weight,56.7,14.17,1.43,0.66,1.09,2.82,1.13,0.41,1.08,1.08,0,0.6,0.16,0.07,0.02,0.02,0,0,52.2,0,0,0,0,0,0.03,0.03,0.29,0.48,0.1,0,0.96,27.33,0,0,0.05,32.32,32.32,8.79,0.38,12.47,0,0.02,0,0,0.24,8.5,0.09,2.83,24.95,169.53,0.34,17.01,0.15,0.01,0.01,0,0,25.12
"    squash, butternut, fresh, cubes",0.166667,Pound,75.6,34.02,0.68,0.14,0.76,8.84,1.51,0,1.66,1.5,0.17,5.66,0.08,0.02,0.01,0.03,0,0,65.32,8036.14,401.81,803.61,0,3194.8,0.08,0.02,0.91,1.08,0.12,0,0,15.88,0,0,1.09,20.41,20.41,0.83,0.3,36.29,0,0.05,0,0,0.53,25.7,0.15,3.78,24.95,266.11,0.38,3.02,0.11,0.02,0.01,0,0,0
"    carrots, fresh, chopped",0.416667,Ounce-weight,11.81,4.84,0.26,0.04,0.11,1.13,0.33,0.14,0.56,0.13,0.42,0.24,0.03,0,0,0.01,0,0,10.43,1973.36,98.67,197.34,0,978.65,0.01,0.01,0.12,0.13,0.02,0,0.04,0.7,0,0,0.08,2.24,2.24,1.56,0.03,3.9,0.05,0.01,0,0,0.04,1.42,0.02,0.59,4.13,37.8,0.01,8.15,0.03,0,0.01,0,0,1.04
"    broccoli florets, fresh",1.5,Ounce-weight,42.52,11.91,1.34,0.21,1.27,2.15,0.98,0.11,0.63,0,0,0.54,0.15,0.02,0.01,0.07,0,0,38.57,1275.73,63.79,127.57,0,0,0.03,0.05,0.27,0.48,0.07,0,0,39.63,0,0,0,30.19,30.19,0,0.23,20.41,0,0.02,0,0,0.37,10.63,0.1,2.13,28.07,138.2,1.28,11.48,0.17,0.05,0.02,0,0,0
"    mushrooms, shiitake, fresh",1,Ounce-weight,28.35,9.64,1.25,0,0.64,1.92,0.71,0,0.67,0.67,0,0.54,0.14,0,0,0,0,0,25.44,0,0,0,0,0,0,0.06,1.1,1.14,0.08,0,0,0,5.1,0.11,0,3.69,3.69,0,0.43,0.57,0,0.04,0,0,0.12,5.67,0.07,0,31.75,86.18,1.62,2.55,0.29,0,0,0,0,0
    nutritional yeast,0.25,Tablespoon,0.94,3.62,0.37,0.06,0.47,0.34,0.19,0,0,0,0,0.15,0.04,0.01,0.03,0,0,0,0,0,0,0,0,0,0.74,0.61,2.88,2.88,0.37,1.1,0.86,0,0,0,0,0,0,0,0.01,0.38,0,0,0,0,0.05,1.39,0.01,0,8.08,16.5,0,1.63,0.12,0,0,0,0,0
"    mustard, dijon",0.333333,Teaspoon,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
"    pasta, penne, lentil, dry, 10847, food service",1.33333,Ounce-weight,37.8,133.33,0,0,8,25.33,2,0,0.67,0,0,22.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.66,0,0,0,0,0,0,0,0
"    turmeric, ground",0.008333,Ounce-weight,0.24,0.74,0.07,0.04,0.02,0.16,0.05,0,0.01,0,0.01,0.1,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.05,0.05,0.03,0,0.4,0,0,0,0,0.13,0.49,0.05,0,0.71,4.91,0.01,0.06,0.01,0,0,0,0,0.12
    garlic powder,0.008333,Ounce-weight,0.24,0.78,0.02,0.01,0.04,0.17,0.02,0,0.01,0,0,0.14,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.11,0.11,0,0,0.19,0,0,0,0,0.01,0.18,0,0,0.98,2.82,0.06,0.14,0.01,0,0,0,0,0.16
    onion powder,0.008333,Ounce-weight,0.24,0.81,0.02,0,0.02,0.19,0.04,0,0.02,0.01,0.01,0.14,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.15,0.15,0.01,0,0.91,0,0,0,0,0.01,0.27,0,0,0.76,2.33,0.03,0.17,0.01,0,0,0,0,0.09
"    black pepper, ground",0.008333,Ounce-weight,0.24,0.59,0.07,0.03,0.02,0.15,0.06,0,0,0,0,0.09,0.01,0,0,0,0,0,0.03,1.29,0.06,0.13,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.39,0,1.05,0.04,0,0,0,0.02,0.4,0.03,0,0.37,3.14,0.01,0.05,0,0,0,0,0,0.03
"    cashews, raw, whole",0.916667,Ounce-weight,25.99,148.5,100.24,16.71,4.64,7.42,0.93,0,1.86,0,0,4.64,11.14,1.86,6.5,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56,0,0,0,0,1.67,0,0,0,0,0,0,4.64,0,0,0,0,0,0
"    water, tap",0.083333,Cup,19.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.01,0,0,0.2,0,0,0,0,0,0.79,0,0,0,0,0,0
"    bread, sprouted seven grain",0.742889,Slice,25.26,59.43,3.34,0,2.97,11.14,2.23,0,0.74,0,0,8.17,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,59.43,0,59.43,0,0,0,0,0,0
"    seaweed, nori, fresh",0.01748,Ounce-weight,0.5,0.17,0.01,0,0.03,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0.42,25.78,1.29,2.58,0,15.47,0,0,0.01,0.01,0,0,0,0.19,0,0,0,0.72,0.72,0.02,0,0.35,0,0,0,0,0.01,0.01,0,0.02,0.29,1.76,0,0.24,0.01,0,0,0,0,0.05
"    chili peppers, red, crushed flakes",0.043699,Tablespoon,0.24,0.75,0.37,0.07,0.03,0.13,0.06,0,0.02,0,0,0.05,0.04,0.01,0.01,0.02,0,0,0.02,98.19,4.91,9.82,0,51.54,0,0,0.02,0.02,0.01,0,0,0.18,0,0,0.07,0.25,0.25,0.19,0,0.35,0,0,0,0,0.02,0.36,0,0,0.69,4.75,0.02,0.07,0.01,0,0.02,0,0,0.12
"    oil, olive",0.087399,Fluid ounce,2.36,20.86,20.86,2.93,0,0,0,0,0,0,0,0,2.36,0.33,1.72,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,1.42,0,0.02,0,0,0,0,0.01,0,0,0,0,0.02,0,0.05,0,0.02,0.23,0,0,0.01
    sea salt,0.053,ounce-weight,1.5025235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.311,,,,,,
Total,1,Serving,435.8,483.02,140.6,22.36,21.1,67.21,11.14,0.66,10.1,3.4,0.61,45.98,15.68,2.48,9.11,2.4,0,0,226.28,11411.49,570.57,1141.15,0,4241.85,0.91,0.79,5.66,6.42,0.88,1.1,1.86,86.58,5.1,0.11,1.81,95.14,95.14,14.11,1.46,110.23,0.09,0.18,0.02,0,4.02,59.38,0.64,10.07,141.46,1106.46,4.6,766,1.03,0.11,0.43,0.48,0,29.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvest Grain Bowl,1,Serving,367.98,542.6,321.48,29.78,11.97,49.4,11.41,2.82,16.87,6.88,1.19,20.78,36.08,3.31,18.96,7.13,0,0,238.33,3796.94,189.85,379.69,0,2171.32,0.22,0.17,1.79,3.11,0.44,0,2.78,120.46,0,0,9.28,111.01,111.01,265.79,0.98,139.84,0.28,0.63,0,0,3.82,100.78,1.22,11.94,246.14,876.69,2.65,764,1.59,0.2,6.92,0,0,57.2
    tricolor quinoa,0.375,Ounce-weight,10.63,40.16,3.19,0,1.42,7.56,0.71,0,0.71,0,0,6.14,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0.43,0,0,0,0,0,0,1.18,0,0,0,0,0,0
    brown rice,0.375,Ounce-weight,10.63,35.44,3.19,0,0.71,8.27,0.71,0,0,0,0,7.56,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
    cauliflower,2.5,Ounce-weight,70.87,17.72,1.79,0.83,1.36,3.52,1.42,0.51,1.35,1.35,0,0.75,0.2,0.09,0.02,0.02,0,0,65.25,0,0,0,0,0,0.04,0.04,0.36,0.6,0.13,0,1.2,34.16,0,0,0.06,40.4,40.4,10.99,0.47,15.59,0,0.03,0,0,0.3,10.63,0.11,3.54,31.18,211.91,0.43,21.26,0.19,0.01,0.01,0,0,31.4
    celery root,1.075,Ounce-weight,30.48,12.8,0.82,0.22,0.46,2.8,0.55,0,0.49,0,0,1.77,0.09,0.02,0.02,0.05,0,0,26.82,0,0,0,0,0,0.02,0.02,0.21,0.21,0.05,0,0,2.44,0,0,0.11,2.44,2.44,12.5,0.11,13.1,0,0.02,0,0,0.21,6.1,0.05,1.52,35.05,91.43,0.21,30.48,0.1,0,0.05,0,0,2.74
    kohlrabi,1.425,Ounce-weight,40.4,10.91,0.36,0.05,0.69,2.5,1.45,1.01,1.05,0,0,0,0.04,0.01,0,0.02,0,0,36.76,14.54,0.73,1.45,0,8.89,0.02,0.01,0.16,0.23,0.06,0,1.09,25.05,0,0,0.19,6.46,6.46,0.04,0.07,9.7,0,0.05,0,0,0.16,7.68,0.06,2.02,18.58,141.39,0.28,8.08,0.01,0.01,0.01,0,0,4.97
    brussels sprouts,1,Ounce-weight,28.35,12.19,0.77,0.16,0.96,2.54,1.08,0.57,0.62,0.49,0.13,0.84,0.09,0.02,0.01,0.04,0,0,24.38,213.76,10.69,21.38,0,127.57,0.04,0.03,0.21,0.39,0.06,0,0,24.1,0,0,0.25,17.29,17.29,50.18,0.09,11.91,0,0.02,0,0,0.4,6.52,0.1,1.42,19.56,110.28,0.45,7.09,0.12,0.03,0.01,0,0,5.41
    winter squash,0.95,Ounce-weight,26.93,9.96,0.85,0.17,0.24,2.38,0.75,0.08,0.89,0,0,0.74,0.09,0.02,0.01,0.04,0,0,24.03,1406.66,70.33,140.67,0,752.21,0,0.02,0.13,0.19,0.04,0,0,2.59,0,0,0.03,5.39,5.39,1.19,0.06,5.93,0,0.02,0,0,0.12,3.5,0.05,0,5.12,64.91,0.11,0.27,0.06,0.02,0.01,0,0,2.85
    kale,0.65,Ounce-weight,18.43,9.03,1.54,0.15,0.79,1.61,0.66,0.27,0.42,0,0,0.53,0.17,0.02,0.01,0.06,0,0,15.49,1840.88,92.04,184.09,0,1092.18,0.02,0.02,0.18,0.18,0.05,0,0.09,22.11,0,0,0.28,25.98,25.98,129.87,0.02,27.64,0,0.28,0,0,0.27,8.66,0.12,0.92,16.95,90.48,0.17,7,0.1,0.03,0.03,0,0,0.15
    apple,1.075,Ounce-weight,30.48,15.85,0.47,0.08,0.08,4.21,0.73,0.07,3.17,2.54,0.63,0.31,0.05,0.01,0,0.02,0,0,26.08,16.46,0.82,1.65,0,8.23,0.01,0.01,0.03,0.03,0.01,0,0.38,1.4,0,0,0.05,0.91,0.91,0.67,0.02,1.83,0.28,0.01,0,0,0.04,1.52,0.01,0,3.35,32.61,0,0.3,0.01,0,0.01,0,0,1.04
    red onion,0.875,Ounce-weight,24.81,9.92,0,0,0.31,2.33,0.47,0,1.09,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,6.2,0,0,0,0,0.06,0,0,0,0,0,0,0.93,0,0,0,0,0,0
    dried cranberries,0.2,Ounce-weight,5.67,18.43,0,0,0,4.68,0.28,0,3.83,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
    almonds,0.325,Ounce-weight,9.21,55.28,41.46,2.76,1.84,1.84,1.23,0,0.31,0,0,0.31,4.61,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
    pumpkin seeds,0.25,Ounce-weight,7.09,39.62,31.29,5.52,2.14,0.76,0.43,0.06,0.1,0.02,0.08,0.23,3.48,0.61,1.15,1.49,0,0,0.37,1.13,0.06,0.11,0,0.64,0.02,0.01,0.35,0.97,0.01,0,0,0.13,0,0,0.15,4.11,4.11,0.52,0.05,3.26,0,0.1,0,0,0.63,41.96,0.32,0,87.39,57.34,0.67,0.5,0.55,0.01,1.48,0,0,4.47
    pecans,0.3,Ounce-weight,8.5,58.77,55.09,4.73,0.78,1.18,0.82,0.25,0.34,0.01,0.33,0.02,6.12,0.53,3.47,1.84,0,0,0.3,4.76,0.24,0.48,0,2.47,0.06,0.01,0.1,0.23,0.02,0,0,0.09,0,0,0.12,1.87,1.87,0.3,0.07,5.95,0,0.1,0,0,0.22,10.29,0.38,2.51,23.56,34.87,0.32,0,0.39,0.08,1.75,0,0,3.44
    almond oil,0.75,Fluid ounce,20.4,180.34,180.34,15.06,0,0,0,0,0,0,0,0,20.4,1.67,14.26,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0.08
    balsamic vinegar,0.25,Tablespoon,4,3.52,0,0,0.02,0.68,0,0,0.6,0.6,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0.03,0.48,0.01,0,0.76,4.48,0,0.92,0,0,0,0,0,0
    lemon juice,0.25,Tablespoon,3.81,0.84,0.08,0.01,0.01,0.26,0.01,0.01,0.1,0.08,0.02,0.16,0.01,0,0,0,0,0,3.52,0.23,0.01,0.02,0,0.04,0,0,0,0,0,0,0.01,1.48,0,0,0.01,0.76,0.76,0,0,0.23,0,0,0,0,0,0.23,0,0,0.3,3.93,0,0.04,0,0,0,0,0,0.19
    parsley,0.125,Ounce-weight,3.54,1.28,0.25,0.04,0.11,0.22,0.12,0,0.03,0,0,0.08,0.03,0,0.01,0,0,0,3.11,298.52,14.93,29.85,0,179.1,0,0,0.05,0.07,0,0,0,4.71,0,0,0.03,5.39,5.39,58.12,0.01,4.89,0,0.01,0,0,0.22,1.77,0.01,0,2.06,19.63,0,1.98,0.04,0,0,0,0,0.45
    balsamic vinegar,0.375,Fluid ounce,12,10.56,0,0,0.06,2.04,0,0,1.79,1.79,0,0,0,0,0,0,0,0,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0.09,1.44,0.02,0,2.28,13.44,0,2.76,0.01,0,0,0,0,0
    sea salt,0.062,ounce-weight,1.757669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.194,,,,,,
Total,1,Serving,367.98,542.6,321.48,29.78,11.97,49.4,11.41,2.82,16.87,6.88,1.19,20.78,36.08,3.31,18.96,7.13,0,0,238.33,3796.94,189.85,379.69,0,2171.32,0.22,0.17,1.79,3.11,0.44,0,2.78,120.46,0,0,9.28,111.01,111.01,265.79,0.98,139.84,0.28,0.63,0,0,3.82,100.78,1.22,11.94,246.14,876.69,2.65,764,1.59,0.2,6.92,0,0,57.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemony Red Lentil Soup,1,Serving,370.87,294.42,27.09,2.36,19.27,48.81,11.34,0,6.38,1.1,1.06,31.03,3.07,0.26,0.97,0.2,0,0,276.3,3514.26,175.71,351.43,0,255.56,0.22,0.05,0.27,0.32,0.04,0,0.76,7.17,0,0,0.01,4.54,4.54,1.63,0.16,65.65,0,0.03,0,0.43,4.4,4.5,0.04,1.08,13.07,790.64,0.11,766.8,0.1,0,0.01,0,0,2.09
    olive oil,0.047619,Fluid ounce,1.33,11.43,11.43,1.71,0,0,0,0,0,0,0,0,1.33,0.19,0.95,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    white onion,0.761905,Ounce-weight,21.6,8.64,0.19,0.08,0.24,2.02,0.37,0,0.92,0.7,0.21,0.73,0.02,0.01,0,0,0,0,19.25,0.43,0.02,0.04,0,0.22,0.01,0.01,0.03,0.08,0.03,0,0.76,1.6,0,0,0,4.1,4.1,0.09,0.03,4.97,0,0.01,0,0.43,0.05,2.16,0.03,1.08,6.26,31.54,0.11,0.86,0.04,0,0,0,0,1.32
    Yukon Gold potatoes,0.547619,Ounce-weight,15.52,11.29,0,0,0.28,2.82,0.28,0,0.14,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,11.29,0,0,0,0,0.15,0,0,0,0,0,0,4.94,0,0,0,0,0,0
    carrots,1.48571,Ounce-weight,42.12,16.2,0,0,0.54,3.78,1.08,0,2.7,0,0,0,0,0,0,0,0,0,37.39,2969.95,148.5,297,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,10.8,0,0,0,0,0.19,0,0,0,0,135,0,32.4,0,0,0,0,0,0
    garlic,0.047619,Ounce-weight,1.35,4.05,1.21,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    red lentils,2.23571,Ounce-weight,63.38,229.25,12.14,0,17.53,37.76,9.44,0,1.35,0,0,26.97,1.35,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.97,0,0,0,0,3.64,0,0,0,0,579.87,0,6.74,0,0,0,0,0,0
    Organic vegetable stock,8,Fluid ounce,221,11.05,1.39,0.56,0.53,2.06,0,0,1.22,0.35,0.84,0.84,0.15,0.06,0.01,0.01,0,0,216.69,525.98,26.3,52.6,0,245.31,0.05,0.05,0.24,0.24,0.02,0,0,0.88,0,0,0,0,0,1.55,0.13,6.63,0,0.02,0,0,0.13,2.21,0.01,0,6.63,41.99,0,0,0.07,0,0.01,0,0,0.66
    lemon juice,0.071429,Fluid ounce,2.18,0.48,0.05,0.01,0.01,0.15,0.01,0,0.05,0.05,0.01,0.09,0.01,0,0,0,0,0,2.01,0.13,0.01,0.01,0,0.02,0,0,0,0,0,0,0.01,0.84,0,0,0,0.44,0.44,0,0,0.13,0,0,0,0,0,0.13,0,0,0.17,2.24,0,0.02,0,0,0,0,0,0.11
    coriander,0.009524,Ounce-weight,0.27,0.82,0.12,0,0.09,0.12,0.06,0,0,0,0,0,0.01,0,0,0,0,0,0.01,16.55,0.83,1.66,0,9.29,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.62,0,0,0,0,0.14,0,0,0,0,0,0,1.63,0,0,0,0,0,0
    cumin,0.009524,Ounce-weight,0.27,1.2,0.56,0,0.05,0.11,0.1,0,0,0,0,0,0.06,0,0,0,0,0,0.03,1.21,0.06,0.12,0,0.73,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,2.24,0,0,0,0,0.09,0,0,0,0,0,0,0.53,0,0,0,0,0,0
    sea salt,0.0655,ounce-weight,1.85689225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.6485,,,,,,
Total,1,Serving,370.87,294.42,27.09,2.36,19.27,48.81,11.34,0,6.38,1.1,1.06,31.03,3.07,0.26,0.97,0.2,0,0,276.3,3514.26,175.71,351.43,0,255.56,0.22,0.05,0.27,0.32,0.04,0,0.76,7.17,0,0,0.01,4.54,4.54,1.63,0.16,65.65,0,0.03,0,0.43,4.4,4.5,0.04,1.08,13.07,790.64,0.11,766.8,0.1,0,0.01,0,0,2.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Broccoli Soup,1,Serving,601.72,323.85,175.85,28.53,12.12,28.32,8.4,0.97,12.1,1.6,0,7.71,19.97,3.17,12.41,3.25,0,0,235.2,5283.51,264.18,528.35,0,144.32,0.14,0.22,1.35,2.33,0.38,0,1.42,179.44,0,0,0.07,150.36,150.36,13.56,1.34,122.5,0.06,0.1,0.01,0,3.41,49.46,0.51,11.41,132.75,756.88,4.85,762.7,0.81,0.2,0.07,0,0,37.15
"    oil, olive, pure",0.32,Fluid ounce,8.96,76.8,76.8,11.52,0,0,0,0,0,0,0,0,8.96,1.28,6.4,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    onion, yellow, fresh",1.55,Ounce-weight,43.94,17.81,0,0,0.59,4.16,0.89,0,2.67,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,11.88,0,0,0,0,0.11,0,0,0,0,0,0,1.48,0,0,0,0,0,0
"    cauliflower florets, fresh",2.955,Ounce-weight,83.77,20.94,2.11,0.98,1.61,4.16,1.68,0.6,1.6,1.6,0,0.89,0.23,0.11,0.03,0.03,0,0,77.13,0,0,0,0,0,0.04,0.05,0.42,0.7,0.15,0,1.42,40.38,0,0,0.07,47.75,47.75,12.98,0.56,18.43,0,0.03,0,0,0.35,12.57,0.13,4.19,36.86,250.48,0.5,25.13,0.23,0.01,0.01,0,0,37.11
"    broccoli florets, fresh",5.095,Ounce-weight,144.44,40.44,4.55,0.7,4.3,7.31,3.32,0.37,2.14,0,0,1.85,0.51,0.08,0.03,0.24,0,0,130.99,4333.22,216.66,433.32,0,0,0.09,0.17,0.92,1.62,0.23,0,0,134.62,0,0,0,102.55,102.55,0,0.77,69.33,0,0.06,0,0,1.27,36.11,0.33,7.22,95.33,469.43,4.33,39,0.58,0.19,0.05,0,0,0
"    carrots, fresh",0.355,Ounce-weight,10.06,3.87,0,0,0.13,0.9,0.26,0,0.65,0,0,0,0,0,0,0,0,0,8.93,709.65,35.48,70.96,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,2.58,0,0,0,0,0.05,0,0,0,0,32.26,0,7.74,0,0,0,0,0,0
"    stock, vegetable, organic",8.905,Fluid ounce,263.35,22.26,0,0,1.11,4.45,1.11,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    mustard, dijon",0.095,Fluid ounce,2.85,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4,0,0,0,0,0,0
"    paprika, ground",0.02,Ounce-weight,0.57,2.1,0.57,0,0.09,0.31,0.2,0,0,0,0,0,0.06,0,0,0,0,0,0.06,238.7,11.94,23.87,0,143.22,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,1.19,0,0,0,0,0.07,0,0,0,0,0,0,0.6,0,0,0,0,0,0
"    cashews, raw, whole",0.83875,Ounce-weight,23.78,135.88,91.72,15.29,4.25,6.79,0.85,0,1.7,0,0,4.25,10.19,1.7,5.94,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98,0,0,0,0,1.53,0,0,0,0,0,0,4.25,0,0,0,0,0,0
"    water, tap",0.07625,Cup,18.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.01,0,0,0.18,0,0,0,0,0,0.72,0,0,0,0,0,0
"    black pepper, ground",0.0125,Ounce-weight,0.35,0.89,0.1,0.04,0.04,0.23,0.09,0,0,0,0,0.13,0.01,0,0,0,0,0,0.04,1.94,0.1,0.19,0,1.1,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0.06,0.58,0,1.57,0.06,0,0,0,0.03,0.61,0.05,0,0.56,4.71,0.02,0.07,0,0,0,0,0,0.04
    sea salt,0.056,ounce-weight,1.587572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.272,,,,,,
Total,1,Serving,601.72,323.85,175.85,28.53,12.12,28.32,8.4,0.97,12.1,1.6,0,7.71,19.97,3.17,12.41,3.25,0,0,235.2,5283.51,264.18,528.35,0,144.32,0.14,0.22,1.35,2.33,0.38,0,1.42,179.44,0,0,0.07,150.36,150.36,13.56,1.34,122.5,0.06,0.1,0.01,0,3.41,49.46,0.51,11.41,132.75,756.88,4.85,762.7,0.81,0.2,0.07,0,0,37.15
